id_transaccion,id_origen,id_destino,monto,tipo_canal,timestamp_str,timestamp,monto_acumulado_24h,conteo_transacciones_24h,monto_promedio_24h,sospecha_estructuracion
TX_13858,CLI_10,CLI_112,117283.98,EFECTIVO_VENTANILLA,2026-06-24 15:14:15,2026-06-24 15:14:15,915006.13,9,101667.35,0
TX_14997,CLI_10,CLI_237,139771.88,CAJERO_AUTOMATICO,2026-06-24 16:47:57,2026-06-24 16:47:57,1054778.01,10,105477.8,0
TX_13238,CLI_10,CLI_317,156035.41,SPEI,2026-06-24 16:56:47,2026-06-24 16:56:47,1210813.42,11,110073.95,0
TX_14703,CLI_10,CLI_79,27644.59,CAJERO_AUTOMATICO,2026-06-24 17:12:19,2026-06-24 17:12:19,1238458.01,12,103204.83,0
TX_8762,CLI_10,CLI_251,100579.24,EFECTIVO_VENTANILLA,2026-06-24 17:22:24,2026-06-24 17:22:24,1339037.25,13,103002.87,0
TX_9422,CLI_10,CLI_263,117592.05,CAJERO_AUTOMATICO,2026-06-24 17:29:54,2026-06-24 17:29:54,1456629.3,14,104044.95,0
TX_7879,CLI_10,CLI_210,123625.92,CAJERO_AUTOMATICO,2026-06-24 17:39:03,2026-06-24 17:39:03,1580255.22,15,105350.35,0
TX_6145,CLI_10,CLI_183,19670.52,CAJERO_AUTOMATICO,2026-06-24 19:30:45,2026-06-24 19:30:45,1599925.74,16,99995.36,0
TX_8710,CLI_10,CLI_263,99676.41,SPEI,2026-06-24 20:11:50,2026-06-24 20:11:50,1699602.15,17,99976.6,0
TX_62,CLI_10,CLI_361,144155.27,CAJERO_AUTOMATICO,2026-06-25 01:00:37,2026-06-25 01:00:37,1843757.42,18,102430.97,0
TX_9187,CLI_10,CLI_176,99055.97,CAJERO_AUTOMATICO,2026-06-25 01:09:30,2026-06-25 01:09:30,1942813.39,19,102253.34,0
TX_5578,CLI_10,CLI_255,128629.49,CAJERO_AUTOMATICO,2026-06-25 01:11:59,2026-06-25 01:11:59,2071442.88,20,103572.14,0
TX_29,CLI_10,CLI_272,9971.57,SPEI,2026-06-25 02:32:29,2026-06-25 02:32:29,2081414.45,21,99114.97,0
TX_7765,CLI_10,CLI_7,7022.52,EFECTIVO_VENTANILLA,2026-06-25 02:40:38,2026-06-25 02:40:38,2088436.97,22,94928.95,0
TX_8164,CLI_10,CLI_205,115405.14,CAJERO_AUTOMATICO,2026-06-25 04:04:33,2026-06-25 04:04:33,2203842.11,23,95819.22,0
TX_9224,CLI_10,CLI_132,19490.58,SPEI,2026-06-25 04:11:31,2026-06-25 04:11:31,2223332.69,24,92638.86,0
TX_9787,CLI_10,CLI_263,62374.24,SPEI,2026-06-25 05:54:33,2026-06-25 05:54:33,2285706.93,25,91428.28,0
TX_846,CLI_10,CLI_192,147378.87,EFECTIVO_VENTANILLA,2026-06-25 06:17:25,2026-06-25 06:17:25,2433085.8,26,93580.22,0
TX_7756,CLI_10,CLI_309,153019.74,CAJERO_AUTOMATICO,2026-06-25 06:54:54,2026-06-25 06:54:54,2586105.54,27,95781.69,0
TX_10234,CLI_10,CLI_130,74674.69,EFECTIVO_VENTANILLA,2026-06-25 07:51:48,2026-06-25 07:51:48,2660780.23,28,95027.87,0
TX_4656,CLI_10,CLI_364,59246.55,CAJERO_AUTOMATICO,2026-06-25 08:58:40,2026-06-25 08:58:40,2720026.78,29,93794.03,0
TX_255,CLI_10,CLI_105,94904.25,SPEI,2026-06-25 09:25:08,2026-06-25 09:25:08,2814931.03,30,93831.03,0
TX_9439,CLI_10,CLI_222,59805.77,SPEI,2026-06-25 09:25:28,2026-06-25 09:25:28,2874736.8,31,92733.45,0
TX_294,CLI_100,CLI_96,89411.64,CAJERO_AUTOMATICO,2026-06-24 10:04:05,2026-06-24 10:04:05,89411.64,1,89411.64,0
TX_12517,CLI_100,CLI_52,149040.04,CAJERO_AUTOMATICO,2026-06-24 10:08:46,2026-06-24 10:08:46,238451.68,2,119225.84,0
TX_8610,CLI_100,CLI_153,163639.35,EFECTIVO_VENTANILLA,2026-06-24 10:21:35,2026-06-24 10:21:35,402091.03,3,134030.34,0
TX_8800,CLI_100,CLI_70,170027.02,SPEI,2026-06-24 11:40:46,2026-06-24 11:40:46,572118.05,4,143029.51,0
TX_6586,CLI_100,CLI_196,41227.88,SPEI,2026-06-24 11:59:20,2026-06-24 11:59:20,613345.93,5,122669.19,0
TX_10722,CLI_100,CLI_252,25786.58,SPEI,2026-06-24 12:18:04,2026-06-24 12:18:04,639132.51,6,106522.09,0
TX_12928,CLI_100,CLI_61,146845.42,CAJERO_AUTOMATICO,2026-06-24 13:48:58,2026-06-24 13:48:58,785977.93,7,112282.56,0
TX_13241,CLI_100,CLI_275,156963.53,SPEI,2026-06-24 13:54:54,2026-06-24 13:54:54,942941.46,8,117867.68,0
TX_2223,CLI_100,CLI_15,118721.06,SPEI,2026-06-24 14:02:39,2026-06-24 14:02:39,1061662.52,9,117962.5,0
TX_2025,CLI_100,CLI_201,176790.73,EFECTIVO_VENTANILLA,2026-06-24 14:13:57,2026-06-24 14:13:57,1238453.25,10,123845.33,0
TX_13546,CLI_100,CLI_268,119009.73,CAJERO_AUTOMATICO,2026-06-24 15:41:04,2026-06-24 15:41:04,1357462.98,11,123405.73,0
TX_7835,CLI_100,CLI_311,96580.79,SPEI,2026-06-24 15:52:10,2026-06-24 15:52:10,1454043.77,12,121170.31,0
TX_12242,CLI_100,CLI_197,141299.85,EFECTIVO_VENTANILLA,2026-06-24 16:18:42,2026-06-24 16:18:42,1595343.62,13,122718.74,0
TX_539,CLI_100,CLI_277,128634.11,SPEI,2026-06-24 16:24:39,2026-06-24 16:24:39,1723977.73,14,123141.27,0
TX_3878,CLI_100,CLI_69,179400.14,EFECTIVO_VENTANILLA,2026-06-24 16:29:49,2026-06-24 16:29:49,1903377.87,15,126891.86,0
TX_13606,CLI_100,CLI_36,118007.01,SPEI,2026-06-24 17:19:09,2026-06-24 17:19:09,2021384.88,16,126336.56,0
TX_14358,CLI_100,CLI_161,36806.37,SPEI,2026-06-24 17:25:53,2026-06-24 17:25:53,2058191.25,17,121070.07,0
TX_9579,CLI_100,CLI_9,44661.24,SPEI,2026-06-24 18:23:45,2026-06-24 18:23:45,2102852.49,18,116825.14,0
TX_13603,CLI_100,CLI_171,73953.47,SPEI,2026-06-24 19:21:22,2026-06-24 19:21:22,2176805.96,19,114568.73,0
TX_2342,CLI_100,CLI_80,157633.16,SPEI,2026-06-24 20:21:49,2026-06-24 20:21:49,2334439.12,20,116721.96,0
TX_9165,CLI_100,CLI_119,28622.35,CAJERO_AUTOMATICO,2026-06-24 23:19:57,2026-06-24 23:19:57,2363061.47,21,112526.74,0
TX_3344,CLI_100,CLI_261,109658.3,SPEI,2026-06-24 23:51:54,2026-06-24 23:51:54,2472719.77,22,112396.35,0
TX_11203,CLI_100,CLI_113,145119.76,SPEI,2026-06-25 02:36:42,2026-06-25 02:36:42,2617839.53,23,113819.11,0
TX_7126,CLI_100,CLI_286,48284.83,CAJERO_AUTOMATICO,2026-06-25 03:06:20,2026-06-25 03:06:20,2666124.36,24,111088.52,0
TX_10108,CLI_100,CLI_69,112524.54,CAJERO_AUTOMATICO,2026-06-25 03:51:56,2026-06-25 03:51:56,2778648.9,25,111145.96,0
TX_14508,CLI_100,CLI_134,41857.95,SPEI,2026-06-25 04:16:41,2026-06-25 04:16:41,2820506.85,26,108481.03,0
TX_1335,CLI_100,CLI_42,124338.68,EFECTIVO_VENTANILLA,2026-06-25 04:27:16,2026-06-25 04:27:16,2944845.53,27,109068.35,0
TX_1332,CLI_100,CLI_359,124129.91,EFECTIVO_VENTANILLA,2026-06-25 08:33:01,2026-06-25 08:33:01,3068975.44,28,109606.27,0
TX_12565,CLI_100,CLI_350,129496.18,EFECTIVO_VENTANILLA,2026-06-25 08:33:46,2026-06-25 08:33:46,3198471.62,29,110292.12,0
TX_8063,CLI_101,CLI_248,12467.96,EFECTIVO_VENTANILLA,2026-06-24 10:11:22,2026-06-24 10:11:22,12467.96,1,12467.96,0
TX_5884,CLI_101,CLI_302,151722.23,EFECTIVO_VENTANILLA,2026-06-24 10:15:46,2026-06-24 10:15:46,164190.19,2,82095.1,0
TX_4482,CLI_101,CLI_304,139185.38,EFECTIVO_VENTANILLA,2026-06-24 10:23:19,2026-06-24 10:23:19,303375.57,3,101125.19,0
TX_6372,CLI_101,CLI_273,43403.33,SPEI,2026-06-24 10:28:46,2026-06-24 10:28:46,346778.9,4,86694.73,1
TX_2052,CLI_101,CLI_265,16670.78,EFECTIVO_VENTANILLA,2026-06-24 10:29:56,2026-06-24 10:29:56,363449.68,5,72689.94,1
TX_3799,CLI_101,CLI_176,30203.15,CAJERO_AUTOMATICO,2026-06-24 11:09:51,2026-06-24 11:09:51,393652.83,6,65608.81,1
TX_2499,CLI_101,CLI_125,114503.33,EFECTIVO_VENTANILLA,2026-06-24 11:34:25,2026-06-24 11:34:25,508156.16,7,72593.74,1
TX_12814,CLI_101,CLI_197,890.5,EFECTIVO_VENTANILLA,2026-06-24 12:48:44,2026-06-24 12:48:44,509046.66,8,63630.83,1
TX_10238,CLI_101,CLI_161,140065.95,CAJERO_AUTOMATICO,2026-06-24 13:15:07,2026-06-24 13:15:07,649112.61,9,72123.62,1
TX_9246,CLI_101,CLI_230,150958.0,CAJERO_AUTOMATICO,2026-06-24 13:22:42,2026-06-24 13:22:42,800070.61,10,80007.06,1
TX_8336,CLI_101,CLI_309,145583.22,EFECTIVO_VENTANILLA,2026-06-24 13:25:31,2026-06-24 13:25:31,945653.83,11,85968.53,1
TX_9551,CLI_101,CLI_374,81448.46,SPEI,2026-06-24 14:07:54,2026-06-24 14:07:54,1027102.29,12,85591.86,1
TX_12078,CLI_101,CLI_163,36561.67,SPEI,2026-06-24 14:39:21,2026-06-24 14:39:21,1063663.96,13,81820.3,1
TX_1058,CLI_101,CLI_254,116325.18,CAJERO_AUTOMATICO,2026-06-24 15:05:36,2026-06-24 15:05:36,1179989.14,14,84284.94,1
TX_8395,CLI_101,CLI_73,45783.01,EFECTIVO_VENTANILLA,2026-06-24 15:39:49,2026-06-24 15:39:49,1225772.15,15,81718.14,1
TX_9125,CLI_101,CLI_202,7300.43,SPEI,2026-06-24 16:45:30,2026-06-24 16:45:30,1233072.58,16,77067.04,1
TX_13562,CLI_101,CLI_275,151142.02,CAJERO_AUTOMATICO,2026-06-24 18:36:29,2026-06-24 18:36:29,1384214.6,17,81424.39,1
TX_9753,CLI_101,CLI_358,10855.03,EFECTIVO_VENTANILLA,2026-06-24 19:30:21,2026-06-24 19:30:21,1395069.63,18,77503.87,1
TX_9989,CLI_101,CLI_326,106634.57,CAJERO_AUTOMATICO,2026-06-24 19:31:35,2026-06-24 19:31:35,1501704.2,19,79037.06,1
TX_10548,CLI_101,CLI_28,6885.06,CAJERO_AUTOMATICO,2026-06-24 19:49:24,2026-06-24 19:49:24,1508589.26,20,75429.46,1
TX_14230,CLI_101,CLI_377,176837.8,EFECTIVO_VENTANILLA,2026-06-24 20:06:45,2026-06-24 20:06:45,1685427.06,21,80258.43,1
TX_6537,CLI_101,CLI_84,54833.34,EFECTIVO_VENTANILLA,2026-06-24 20:40:14,2026-06-24 20:40:14,1740260.4,22,79102.75,1
TX_2475,CLI_101,CLI_161,141214.17,CAJERO_AUTOMATICO,2026-06-24 21:06:28,2026-06-24 21:06:28,1881474.57,23,81803.24,1
TX_9370,CLI_101,CLI_257,56972.34,CAJERO_AUTOMATICO,2026-06-24 21:53:51,2026-06-24 21:53:51,1938446.91,24,80768.62,1
TX_7396,CLI_101,CLI_219,92810.27,SPEI,2026-06-24 21:58:08,2026-06-24 21:58:08,2031257.18,25,81250.29,1
TX_1281,CLI_101,CLI_340,45135.6,SPEI,2026-06-24 22:03:10,2026-06-24 22:03:10,2076392.78,26,79861.26,1
TX_488,CLI_101,CLI_334,168873.98,SPEI,2026-06-24 22:41:41,2026-06-24 22:41:41,2245266.76,27,83158.03,1
TX_12372,CLI_101,CLI_340,158183.14,SPEI,2026-06-24 22:55:08,2026-06-24 22:55:08,2403449.9,28,85837.5,1
TX_211,CLI_101,CLI_43,140726.36,SPEI,2026-06-24 23:52:15,2026-06-24 23:52:15,2544176.26,29,87730.22,1
TX_5238,CLI_101,CLI_58,78625.08,CAJERO_AUTOMATICO,2026-06-25 00:18:38,2026-06-25 00:18:38,2622801.34,30,87426.71,1
TX_4642,CLI_101,CLI_103,27836.54,SPEI,2026-06-25 00:35:21,2026-06-25 00:35:21,2650637.88,31,85504.45,1
TX_4336,CLI_101,CLI_26,147454.99,SPEI,2026-06-25 00:38:32,2026-06-25 00:38:32,2798092.87,32,87440.4,1
TX_7735,CLI_101,CLI_138,179397.62,SPEI,2026-06-25 01:27:04,2026-06-25 01:27:04,2977490.49,33,90226.98,0
TX_7872,CLI_101,CLI_112,25507.24,CAJERO_AUTOMATICO,2026-06-25 02:06:02,2026-06-25 02:06:02,3002997.73,34,88323.46,1
TX_1980,CLI_101,CLI_213,43156.98,EFECTIVO_VENTANILLA,2026-06-25 02:15:27,2026-06-25 02:15:27,3046154.71,35,87032.99,1
TX_11641,CLI_101,CLI_260,172293.27,EFECTIVO_VENTANILLA,2026-06-25 02:19:25,2026-06-25 02:19:25,3218447.98,36,89401.33,1
TX_9724,CLI_101,CLI_252,126518.81,CAJERO_AUTOMATICO,2026-06-25 03:14:37,2026-06-25 03:14:37,3344966.79,37,90404.51,0
TX_8924,CLI_101,CLI_266,80621.71,EFECTIVO_VENTANILLA,2026-06-25 03:26:58,2026-06-25 03:26:58,3425588.5,38,90147.07,0
TX_14084,CLI_101,CLI_251,84550.28,EFECTIVO_VENTANILLA,2026-06-25 04:14:47,2026-06-25 04:14:47,3510138.78,39,90003.56,0
TX_9633,CLI_101,CLI_21,178563.5,CAJERO_AUTOMATICO,2026-06-25 04:34:29,2026-06-25 04:34:29,3688702.28,40,92217.56,0
TX_28,CLI_101,CLI_398,40315.88,EFECTIVO_VENTANILLA,2026-06-25 04:49:50,2026-06-25 04:49:50,3729018.16,41,90951.66,0
TX_11309,CLI_101,CLI_203,161156.91,SPEI,2026-06-25 05:05:54,2026-06-25 05:05:54,3890175.07,42,92623.22,0
TX_584,CLI_101,CLI_168,88256.55,SPEI,2026-06-25 05:23:42,2026-06-25 05:23:42,3978431.62,43,92521.67,0
TX_1163,CLI_101,CLI_96,137856.0,EFECTIVO_VENTANILLA,2026-06-25 06:11:53,2026-06-25 06:11:53,4116287.62,44,93551.99,0
TX_8696,CLI_101,CLI_129,51706.99,EFECTIVO_VENTANILLA,2026-06-25 06:28:36,2026-06-25 06:28:36,4167994.61,45,92622.1,0
TX_5589,CLI_101,CLI_240,73151.8,CAJERO_AUTOMATICO,2026-06-25 06:58:46,2026-06-25 06:58:46,4241146.41,46,92198.84,0
TX_1702,CLI_101,CLI_207,73671.79,EFECTIVO_VENTANILLA,2026-06-25 07:08:50,2026-06-25 07:08:50,4314818.2,47,91804.64,0
TX_2901,CLI_101,CLI_213,29835.38,CAJERO_AUTOMATICO,2026-06-25 08:09:49,2026-06-25 08:09:49,4344653.58,48,90513.62,0
TX_6275,CLI_101,CLI_221,108128.4,CAJERO_AUTOMATICO,2026-06-25 08:48:18,2026-06-25 08:48:18,4452781.98,49,90873.1,0
TX_7201,CLI_101,CLI_379,26035.29,CAJERO_AUTOMATICO,2026-06-25 09:14:31,2026-06-25 09:14:31,4478817.27,50,89576.35,1
TX_3847,CLI_101,CLI_64,178669.79,SPEI,2026-06-25 09:23:24,2026-06-25 09:23:24,4657487.06,51,91323.28,0
TX_9368,CLI_102,CLI_199,150669.39,SPEI,2026-06-24 10:03:31,2026-06-24 10:03:31,150669.39,1,150669.39,0
TX_7544,CLI_102,CLI_100,92611.39,CAJERO_AUTOMATICO,2026-06-24 10:19:08,2026-06-24 10:19:08,243280.78,2,121640.39,0
TX_4217,CLI_102,CLI_22,13554.29,SPEI,2026-06-24 10:33:12,2026-06-24 10:33:12,256835.07,3,85611.69,1
TX_11059,CLI_102,CLI_204,152863.86,EFECTIVO_VENTANILLA,2026-06-24 10:51:16,2026-06-24 10:51:16,409698.93,4,102424.73,0
TX_6962,CLI_102,CLI_79,119129.17,SPEI,2026-06-24 11:29:03,2026-06-24 11:29:03,528828.1,5,105765.62,0
TX_2818,CLI_102,CLI_390,171024.62,CAJERO_AUTOMATICO,2026-06-24 11:44:32,2026-06-24 11:44:32,699852.72,6,116642.12,0
TX_4823,CLI_102,CLI_1,163296.11,CAJERO_AUTOMATICO,2026-06-24 12:38:04,2026-06-24 12:38:04,863148.83,7,123306.98,0
TX_3136,CLI_102,CLI_109,88399.93,SPEI,2026-06-24 12:51:34,2026-06-24 12:51:34,951548.76,8,118943.6,0
TX_8813,CLI_102,CLI_369,47990.24,EFECTIVO_VENTANILLA,2026-06-24 13:04:19,2026-06-24 13:04:19,999539.0,9,111059.89,0
TX_3123,CLI_102,CLI_145,172248.11,CAJERO_AUTOMATICO,2026-06-24 13:29:54,2026-06-24 13:29:54,1171787.11,10,117178.71,0
TX_12120,CLI_102,CLI_30,170216.84,CAJERO_AUTOMATICO,2026-06-24 13:56:11,2026-06-24 13:56:11,1342003.95,11,122000.36,0
TX_6202,CLI_102,CLI_306,33444.05,SPEI,2026-06-24 14:11:12,2026-06-24 14:11:12,1375448.0,12,114620.67,0
TX_11458,CLI_102,CLI_215,27427.33,EFECTIVO_VENTANILLA,2026-06-24 14:26:59,2026-06-24 14:26:59,1402875.33,13,107913.49,0
TX_6148,CLI_102,CLI_335,98033.65,SPEI,2026-06-24 14:27:19,2026-06-24 14:27:19,1500908.98,14,107207.78,0
TX_4859,CLI_102,CLI_268,28334.6,EFECTIVO_VENTANILLA,2026-06-24 15:12:29,2026-06-24 15:12:29,1529243.58,15,101949.57,0
TX_14551,CLI_102,CLI_388,124320.97,SPEI,2026-06-24 15:47:13,2026-06-24 15:47:13,1653564.55,16,103347.78,0
TX_12430,CLI_102,CLI_237,136153.13,SPEI,2026-06-24 16:15:32,2026-06-24 16:15:32,1789717.68,17,105277.51,0
TX_11345,CLI_102,CLI_344,41246.34,CAJERO_AUTOMATICO,2026-06-24 16:36:49,2026-06-24 16:36:49,1830964.02,18,101720.22,0
TX_5457,CLI_102,CLI_99,157942.08,SPEI,2026-06-24 16:44:39,2026-06-24 16:44:39,1988906.1,19,104679.27,0
TX_12976,CLI_102,CLI_88,31329.75,CAJERO_AUTOMATICO,2026-06-24 17:04:01,2026-06-24 17:04:01,2020235.85,20,101011.79,0
TX_7190,CLI_102,CLI_186,65355.19,EFECTIVO_VENTANILLA,2026-06-24 17:28:26,2026-06-24 17:28:26,2085591.04,21,99313.86,0
TX_13956,CLI_102,CLI_271,13812.32,SPEI,2026-06-24 18:08:52,2026-06-24 18:08:52,2099403.36,22,95427.43,0
TX_3091,CLI_102,CLI_63,18916.82,SPEI,2026-06-24 18:28:23,2026-06-24 18:28:23,2118320.18,23,92100.88,0
TX_3544,CLI_102,CLI_8,11214.58,SPEI,2026-06-24 18:28:56,2026-06-24 18:28:56,2129534.76,24,88730.62,1
TX_5949,CLI_102,CLI_86,92120.15,EFECTIVO_VENTANILLA,2026-06-24 20:30:34,2026-06-24 20:30:34,2221654.91,25,88866.2,1
TX_306,CLI_102,CLI_65,88658.47,SPEI,2026-06-24 21:04:07,2026-06-24 21:04:07,2310313.38,26,88858.21,1
TX_5658,CLI_102,CLI_320,118428.35,EFECTIVO_VENTANILLA,2026-06-24 21:07:34,2026-06-24 21:07:34,2428741.73,27,89953.4,1
TX_13901,CLI_102,CLI_234,73433.62,SPEI,2026-06-24 21:30:36,2026-06-24 21:30:36,2502175.35,28,89363.41,1
TX_7853,CLI_102,CLI_79,112804.03,CAJERO_AUTOMATICO,2026-06-24 21:34:10,2026-06-24 21:34:10,2614979.38,29,90171.7,0
TX_9755,CLI_102,CLI_165,154141.63,EFECTIVO_VENTANILLA,2026-06-24 22:08:56,2026-06-24 22:08:56,2769121.01,30,92304.03,0
TX_747,CLI_102,CLI_153,76846.93,SPEI,2026-06-24 22:25:34,2026-06-24 22:25:34,2845967.94,31,91805.42,0
TX_11191,CLI_102,CLI_316,1287.49,EFECTIVO_VENTANILLA,2026-06-24 22:42:02,2026-06-24 22:42:02,2847255.43,32,88976.73,1
TX_13907,CLI_102,CLI_230,12892.01,SPEI,2026-06-24 22:49:40,2026-06-24 22:49:40,2860147.44,33,86671.13,1
TX_10125,CLI_102,CLI_129,154921.99,CAJERO_AUTOMATICO,2026-06-24 23:40:35,2026-06-24 23:40:35,3015069.43,34,88678.51,1
TX_11474,CLI_102,CLI_306,1483.13,EFECTIVO_VENTANILLA,2026-06-24 23:50:13,2026-06-24 23:50:13,3016552.56,35,86187.22,1
TX_11668,CLI_102,CLI_269,176250.37,CAJERO_AUTOMATICO,2026-06-25 01:50:33,2026-06-25 01:50:33,3192802.93,36,88688.97,1
TX_12422,CLI_102,CLI_57,84241.33,EFECTIVO_VENTANILLA,2026-06-25 02:11:33,2026-06-25 02:11:33,3277044.26,37,88568.76,1
TX_13683,CLI_102,CLI_318,116289.53,EFECTIVO_VENTANILLA,2026-06-25 02:17:16,2026-06-25 02:17:16,3393333.79,38,89298.26,1
TX_12456,CLI_102,CLI_257,541.53,EFECTIVO_VENTANILLA,2026-06-25 02:56:50,2026-06-25 02:56:50,3393875.32,39,87022.44,1
TX_3588,CLI_102,CLI_59,121140.37,SPEI,2026-06-25 04:06:14,2026-06-25 04:06:14,3515015.69,40,87875.39,1
TX_12435,CLI_102,CLI_253,172895.35,SPEI,2026-06-25 04:14:11,2026-06-25 04:14:11,3687911.04,41,89949.05,1
TX_12715,CLI_102,CLI_391,105874.39,EFECTIVO_VENTANILLA,2026-06-25 04:30:43,2026-06-25 04:30:43,3793785.43,42,90328.22,0
TX_10,CLI_102,CLI_178,9507.44,EFECTIVO_VENTANILLA,2026-06-25 04:49:54,2026-06-25 04:49:54,3803292.87,43,88448.67,1
TX_636,CLI_102,CLI_160,75037.16,CAJERO_AUTOMATICO,2026-06-25 04:56:15,2026-06-25 04:56:15,3878330.03,44,88143.86,1
